reg.nr,Dynasti,Myntort och årtal,AD,gram,kondition,"""fynd""","""fynd""",Hegria Date,Date Range 1,Date Range 2,Hegria Date 2,Date range 1,Date Range 2,Hegria Date 3,Date Range 1,Date Range 2,Hegria Date 4,Date Range 1,Date Range 2
0,Ab1,Madinat alSalam 1[56?58],0,2.11,f 1n,,130,156,772,773,158,774,775,0,,,0,,
0,Ab1,Madinat alSala[m] [156?58],0,1.63,f 2n,,379,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] 1[56?58],0,1.55,f,,179,156,772,773,158,774,775,0,,,0,,
0,Ab1,Madinat alSalam [156?58],0,1.53,f 1n,,312,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] 1[56?58],0,1.51,f 2n,,225,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] 1[56?58],0,1.46,f 3n,,0,156,772,773,158,774,775,0,,,0,,
0,Ab1,Madinat alSalam [156?58],0,1.28,f,,415,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] 1[56?58],0,1.19,f,,295,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] 1[56?58],0,1.18,f 1n,,312,156,772,773,158,774,775,0,,,0,,
0,Ab1,Madinat alSalam [156?58],0,1.06,f 5n,,92,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] [156?58],0,0.91,f 3n,,312,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] [156?58],0,0.77,f 1n,,326,156,772,773,158,774,775,0,,,0,,
0,Ab1,Madinat [alSalam] [156?58],0,0.68,f 7n,,104,156,772,773,158,774,775,0,,,0,,
0,Ab1,[Madinat alSalam] [156?58],0,0.36,f,,127,156,772,773,158,774,775,0,,,0,,
0,Ab1,Madinat alSalam 158,0,2.86,4n,,265,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam 158,0,2.84,10n,,0,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam 158,0,2.82,7n,,65,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam 158,0,2.8,,,380,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam 158,0,2.76,6n,,223,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam 158,0,2.56,e 3n .,,119,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam [15]8,0,2.2,f,,130,158,774,775,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 158,0,1.86,f 12n,,312,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]58,0,1.75,f,,312,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSa[lam] [158],0,1.7,f 4n,,204,158,774,775,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam 158,0,1.51,f 6n,,82,158,774,775,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam 158,0,1.43,f,,295,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSala[m] [158],0,1.41,f 1n,,253,158,774,775,0,,,0,,,0,,
1520,Ab1,[Madinat al]Salam 158,0,1.23,f 2n,Lowick,326,158,774,775,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 158,0,1.11,f,,170,158,774,775,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 158,0,0.73,f,,194,158,774,775,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [1]5(8),0,0.38,f 1h,,276,158,774,775,0,,,0,,,0,,
0,Ab1,Madinat alSalam 159,0,2.92,2n,,326,159,775,776,0,,,0,,,0,,
0,Ab1,Madinat alSalam 159,0,2.82,,,146,159,775,776,0,,,0,,,0,,
0,Ab1,Madinat [alSalam] 1[59],0,1.98,f 3n,,392,159,775,776,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 15[9],0,1.29,f,,253,159,775,776,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 159,0,1.19,f 3n,,316,159,775,776,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]59,0,1.16,f,,297,159,775,776,0,,,0,,,0,,
0,Ab1,[Madinat al]Salam 159,0,1.09,f,,315,159,775,776,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]59,0,0.92,f c3n,,130,159,775,776,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 159,0,0.66,f,,133,159,775,776,0,,,0,,,0,,
0,Ab1,Madinat [alSalam] 1[59?60],0,1.57,f 1h1n,,312,159,775,776,160,776,777,0,,,0,,
0,Ab1,Madinat alSalam 160,0,2.83,14n,,82,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam 160,0,2.81,4n,,204,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam 160,0,2.77,,,304,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam 160,0,1.95,f .,,343,160,776,777,0,,,0,,,0,,
0,Ab1,[Madinat alSa]lam 160,0,1.8,f,,382,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam 160,0,1.64,f,,312,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam 160,0,1.41,f,,179,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]60,0,1.39,f g,,382,160,776,777,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 160,0,1.38,f,,413,160,776,777,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 1(60),0,1.33,f 1n,,316,160,776,777,0,,,0,,,0,,
0,Ab1,[Ma]dinat alSalam [160],0,1.14,f 3n,,81,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam 160,0,1.11,f,,130,160,776,777,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 16[0],0,1.02,f,,224,160,776,777,0,,,0,,,0,,
0,Ab1,[Madinat al]Salam [1]60,0,0.8,f,,59,160,776,777,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 160,0,0.77,f,,353,160,776,777,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 160,0,0.67,f 1n,,93,160,776,777,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.91,5n,,148,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.89,,,133,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.87,2n,,255,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.84,,,108,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.82,1n,,379,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.8,7n,,119,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.76,eh 12n,,131,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,2.73,11n,,200,161,777,778,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam 161,0,1.56,f,,130,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 161,0,1.54,f 2n,,119,161,777,778,0,,,0,,,0,,
0,Ab1,[Madinat alSa]lam 161,0,1.49,f .,,113,161,777,778,0,,,0,,,0,,
0,Ab1,[Madina]t alSalam 161,0,1.37,f,,194,161,777,778,0,,,0,,,0,,
0,Ab1,[Madinat alSa]lam 161,0,1.26,f 4n,,133,161,777,778,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 161,0,1.23,f,,67,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]1,0,1.19,f,,0,161,777,778,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 161,0,1.06,f 4n,,343,161,777,778,0,,,0,,,0,,
0,Ab1,[Madinat alSala]m [16]1,0,0.61,f,,392,161,777,778,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,2.85,,,320,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,2.84,1n,,130,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,2.81,,,151,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,2.8,,,18,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,2.74,1h 7n,,312,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,2.71,.,,330,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam 162,0,2.52,f 14n,,130,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 1(6)2,0,2.4,1h 5n.,,321,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,2.4,3n .,,92,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat al]Salam 162,0,1.95,f,,119,162,778,779,0,,,0,,,0,,
0,Ab1,[Mad]inat alSalam 162,0,1.76,f 9n,,204,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 16[2],0,1.67,f,,59,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,1.44,f 10n,,133,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 162,0,1.41,f .,,22,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 16[2],0,1.29,f .,,113,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 162,0,1.13,f,,304,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 162,0,0.95,f 2n,,108,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]2,0,0.82,f,,80,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam [16]2,0,0.74,f,,82,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 162,0,0.67,f,,204,162,778,779,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 162,0,0.61,f,,224,162,778,779,0,,,0,,,0,,
0,Ab1,Madinat alSalam 163,0,2.87,17n,,48,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam 163,0,2.87,6n,,333,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam 163,0,2.85,1n,,330,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam 163,0,2.66,.,,155,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam 1(63),0,2.64,.,,389,163,779,780,0,,,0,,,0,,
0,Ab1,[Mad]inat alSalam 163,0,1.56,f,,107,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]3,0,1.4,f 1n,,304,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]63,0,1.22,f,,312,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]3,0,0.82,f,,119,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam [c163],0,1.11,f,,296,163,779,780,0,,,0,,,0,,
0,Ab1,Madinat alSalam [159?64],0,1.89,f,,194,159,775,776,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[59?64],0,1.47,f 4n,,385,159,775,776,164,780,781,0,,,0,,
0,Ab1,Mad[inat alSalam] [159?64],0,1.44,f,,395,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [159?64],0,1.42,f.,,340,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [159?64],0,1.4,f,,103,159,775,776,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[59?64],0,1.04,f,,380,159,775,776,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[59?64],0,1.03,f 1n,,385,159,775,776,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[59?64],0,0.88,f 3n,,143,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [159?64],0,0.81,f 4n,,182,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat alSal[am] [159?64],0,0.7,f 5n,,385,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat al[Salam] [159?64],0,0.66,f,,96,159,775,776,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] [159?64],0,0.63,f 6n,,84,159,775,776,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[59?64],0,0.58,f,,106,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [159?64],0,0.57,f,,204,159,775,776,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] [159?64],0,0.56,f,,106,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat alSa[lam] [159?64],0,0.54,f 1n,,316,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat [alSalam] [159?64],0,0.53,f,,179,159,775,776,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [160?64],0,1.75,f,,225,160,776,777,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [160?64],0,1.72,f,,204,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 16[0?4],0,1.66,f 3n,,103,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[60?64],0,1.6,f 2n,,295,160,776,777,164,780,781,0,,,0,,
0,Ab1,Madinat al[Salam] [160?64],0,1.57,f,,119,160,776,777,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [160?64],0,1.54,f 3n,,144,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 16[0?4],0,1.48,f 1n,,204,160,776,777,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [160?64],0,1.48,f,,26,160,776,777,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam [160?64],0,1.46,f 1n,,326,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] [160?64],0,1.4,f 12n,,312,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] [160?64],0,1.2,f 6n,,231,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[60?64],0,0.85,f 1n,,204,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] 1[60?64],0,0.58,f,,187,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] [160?64],0,0.52,f 1n,,82,160,776,777,164,780,781,0,,,0,,
0,Ab1,[Madinat alSalam] [160?64],0,0.32,f,,314,160,776,777,164,780,781,0,,,0,,
0,Ab1,Madinat [alSalam] [161?64],0,0.73,f 8n,,240,161,777,778,164,780,781,0,,,0,,
0,Ab1,Madinat alSalam 164,0,2.94,11n g,,119,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam 164,0,2.9,,,246,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam 164,0,2.9,13n,,109,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam 164,0,2.83,4n,,119,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam 164,0,2.6,e 11n,,108,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam 164,0,2.15,1h .,,341,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]4,0,1.69,f 4n,,222,164,780,781,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 164,0,1.2,f,,378,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]4,0,1.18,f,,378,164,780,781,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]4,0,1.05,f,,151,164,780,781,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 164,0,1.01,f,,61,164,780,781,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 164,0,0.84,f,,179,164,780,781,0,,,0,,,0,,
0,Ab1,[Madinat alSala]m [1]64,0,0.77,f,,102,164,780,781,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [1]6[4],0,0.35,f,,343,164,780,781,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 165,0,1.8,f 2n,,170,165,781,782,0,,,0,,,0,,
0,Ab1,Madinat alSalam [16]5,0,1.68,f 1n,,343,165,781,782,0,,,0,,,0,,
0,Ab1,[Madinat alSala]m 165,0,1.65,f 2n,,312,165,781,782,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]65,0,1.48,f,,93,165,781,782,0,,,0,,,0,,
0,Ab1,[Madinat al]Salam [16]5,0,0.66,f,,385,165,781,782,0,,,0,,,0,,
0,Ab1,Madinat alSalam 166,0,2.87,,,93,166,782,783,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [169],0,0.88,f 13n,,263,169,785,786,0,,,0,,,0,,
0,Ab1,Madinat alSalam 170,0,1.92,f 2n,,392,170,786,787,0,,,0,,,0,,
0,Ab1,Madinat [alSalam] [170],0,1.51,f,,315,170,786,787,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 1[70],0,1.35,f,,170,170,786,787,0,,,0,,,0,,
0,Ab1,[Madinat alSala]m 170,0,1.19,f,,321,170,786,787,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 170,0,1.17,f 1n,,133,170,786,787,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [170],0,1.04,f,,130,170,786,787,0,,,0,,,0,,
0,Ab1,[Madinat alSa]lam 170,0,1.03,f 8n,,41,170,786,787,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [170],0,0.93,f c11n,,385,170,786,787,0,,,0,,,0,,
1521,Ab1,Madinat alSalam 172,0,2.88,14n,Lowick,148,172,788,789,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 17[2],0,1.63,f,,131,172,788,789,0,,,0,,,0,,
1496,Ab1,Madinat [alSalam] 17[4],0,2.42,f 1n,Lowick,341,174,790,791,0,,,0,,,0,,
0,Ab1,Madinat alSalam 175,0,2.83,11n,,119,175,791,792,0,,,0,,,0,,
0,Ab1,Madinat alSalam 175,0,2.12,7n,,196,175,791,792,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 175,0,1.97,f 1h,,321,175,791,792,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]75,0,1.64,f 3n,,204,175,791,792,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam 175,0,1.34,f,,258,175,791,792,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [175],0,1.28,f,,225,175,791,792,0,,,0,,,0,,
1497,Ab1,[Madinat alSal]am 176,0,1.07,f 9n,Lowick,330,176,792,793,0,,,0,,,0,,
0,Ab1,Madinat alSalam [175?78],0,0.87,f,,144,175,791,792,178,794,795,0,,,0,,
0,Ab1,Madinat alSalam 179,0,2.86,,,82,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam 179,0,2.85,,,148,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam 179,0,2.81,4n,,93,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam 179,0,2.63,.,,119,179,795,796,0,,,0,,,0,,
0,Ab1,(Madinat alSalam) 1(79),0,1.89,f 1n,,148,179,795,796,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 17[9],0,1.81,f,,129,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam [179],0,1.8,f,,341,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]79,0,1.76,f 1h,,312,179,795,796,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 1[79],0,1.73,f .,,380,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam [179],0,1.65,f 3n,,225,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]79,0,1.54,f,,312,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam 179,0,1.37,f,,129,179,795,796,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 17[9],0,1.22,f,,194,179,795,796,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [179],0,1.13,f,,312,179,795,796,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [179],0,1,f 1n,,312,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam [179],0,0.78,f,,380,179,795,796,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [179],0,0.74,f,,316,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam [179],0,0.57,f 1n,,194,179,795,796,0,,,0,,,0,,
0,Ab1,Madinat alSalam 180,0,2.9,3n,,223,180,796,797,0,,,0,,,0,,
0,Ab1,Madinat alSalam 180,0,2.89,,,133,180,796,797,0,,,0,,,0,,
0,Ab1,Madinat alSalam 180,0,2.87,3n,,52,180,796,797,0,,,0,,,0,,
0,Ab1,Madinat alSalam 180,0,1.57,f 8n,,85,180,796,797,0,,,0,,,0,,
0,Ab1,(Madinat alSalam) 180,0,1.49,f 3n,,296,180,796,797,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 180,0,0.36,,,392,180,796,797,0,,,0,,,0,,
0,Ab1,Madinat alSalam 181,0,3.01,4n,,331,181,797,798,0,,,0,,,0,,
0,Ab1,Madinat alSalam 181,0,2.69,.,,312,181,797,798,0,,,0,,,0,,
0,Ab1,[Madinat alSa]lam 181,0,1.58,f 6n,,194,181,797,798,0,,,0,,,0,,
0,Ab1,Madinat alSalam [18]1,0,1.48,f 4n,,312,181,797,798,0,,,0,,,0,,
0,Ab1,Madinat alSalam 181,0,1.44,f 2n,,122,181,797,798,0,,,0,,,0,,
0,Ab1,Madinat alSalam 181,0,1.41,f,,172,181,797,798,0,,,0,,,0,,
0,Ab1,Madinat alSalam [18]1,0,0.74,f,,300,181,797,798,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [1]81,0,0.55,f,,263,181,797,798,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 1[81?82],0,0.99,f,,88,181,797,798,182,798,799,0,,,0,,
0,Ab1,Madinat alSalam 182,0,1.36,f 5n,,69,182,798,799,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam 182,0,0.96,f 6n,,200,182,798,799,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 182,0,0.76,f 2n,,312,182,798,799,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 1[82],0,0.64,f,,51,182,798,799,0,,,0,,,0,,
0,Ab1,Madinat alSalam [180?83],0,1.39,f .,,312,180,796,797,183,799,800,0,,,0,,
0,Ab1,Madinat alSalam 183,0,2.91,2n.,,252,183,799,800,0,,,0,,,0,,
0,Ab1,Madinat alSalam 183,0,2.89,22n,,304,183,799,800,0,,,0,,,0,,
0,Ab1,Madinat alSalam 183,0,2.85,f 9n,,263,183,799,800,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1](8)3,0,2.01,f 9n,,130,183,799,800,0,,,0,,,0,,
0,Ab1,Madinat alSalam 183,0,1.94,f,,296,183,799,800,0,,,0,,,0,,
0,Ab1,Madinat alSalam [18]3,0,0.84,f 6n,,113,183,799,800,0,,,0,,,0,,
0,Ab1,Madinat alSalam [18]4,0,1.61,f 2n,,170,184,800,801,0,,,0,,,0,,
0,Ab1,Madinat alSalam [18](4),0,1.25,f 21n,,414,184,800,801,0,,,0,,,0,,
0,Ab1,Madinat [alSalam] [c184],0,0.39,f,,204,184,800,801,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 18[0?5],0,0.97,f 1n,,263,180,796,797,185,801,802,0,,,0,,
0,Ab1,[Madinat alSalam] 18[4?5],0,1.11,f 1n,,415,184,800,801,185,801,802,0,,,0,,
0,Ab1,Madinat alSalam 18(5),0,2.86,1n,,258,185,801,802,0,,,0,,,0,,
0,Ab1,Madinat alSalam 185,0,2.84,17n,,389,185,801,802,0,,,0,,,0,,
0,Ab1,Mad[inat alSalam] [185],0,1.27,f,,225,185,801,802,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]85,0,0.94,f,,204,185,801,802,0,,,0,,,0,,
0,Ab1,Madinat alSalam [185],0,0.64,f,,204,185,801,802,0,,,0,,,0,,
0,Ab1,[Madinat alSala]m [1]85,0,0.54,f 1n,,119,185,801,802,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] (179?86),0,1.42,f .,,380,179,795,796,186,802,,0,,,0,,
0,Ab1,[Madinat alSalam] [179?86],0,0.99,f c21n,,296,179,795,796,186,802,,0,,,0,,
0,Ab1,[Madinat alSalam] 1[79?86],0,0.58,f,,415,179,795,796,186,802,,0,,,0,,
0,Ab1,[Madinat alSalam] [179?86],0,0.17,f 5n,,385,179,795,796,186,802,,0,,,0,,
0,Ab1,Madinat alSalam [180?86],0,1.43,f 3n,,296,180,796,797,186,802,,0,,,0,,
0,Ab1,[Madinat alSalam] 18[0?6],0,1.42,f 3h4n,,119,180,796,797,186,802,,0,,,0,,
0,Ab1,Madinat alSalam [180?86],0,1.2,f,,326,180,796,797,186,802,,0,,,0,,
0,Ab1,Madinat alSalam [180?86],0,1.13,f 4n,,0,180,796,797,186,802,,0,,,0,,
0,Ab1,Madinat alSalam 18[0?6],0,1.05,f,,415,180,796,797,186,802,,0,,,0,,
0,Ab1,[Madinat alSalam] 18[5?6],0,1.5,f 6n,,182,185,801,802,186,802,,0,,,0,,
0,Ab1,Madinat alSalam [18]6,0,1.32,f 1n,,296,186,802,,0,,,0,,,0,,
0,Ab1,Madinat alSalam 187,0,2.89,10n,,255,187,802,803,0,,,0,,,0,,
0,Ab1,Madinat alSalam 187,0,2.89,6n,,146,187,802,803,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 187,0,2.46,f .,,380,187,802,803,0,,,0,,,0,,
0,Ab1,Madinat alSalam [187],0,1.54,f 1n,,392,187,802,803,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [187],0,1.52,f 3n,,96,187,802,803,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [18]7,0,1.5,f,,48,187,802,803,0,,,0,,,0,,
0,Ab1,[Madinat al]Salam 187,0,1.32,f,,81,187,802,803,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [187],0,1.25,f .,,380,187,802,803,0,,,0,,,0,,
0,Ab1,Madinat alSalam [187],0,1.21,f 3n .,,414,187,802,803,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 18[7],0,1.2,f,,312,187,802,803,0,,,0,,,0,,
0,Ab1,[Madina]t alSalam [1]87,0,0.9,f,,379,187,802,803,0,,,0,,,0,,
0,Ab1,Madinat alSalam 188,0,2.9,4n,,130,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSalam 188,0,2.84,21n,,333,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSalam (18)8,0,2.22,.,,312,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]88,0,1.77,f,,62,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSalam [1]88,0,1.59,f 4n,,127,188,803,804,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 188,0,1.47,f 3n,,312,188,803,804,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam 18(8),0,1.4,f,,69,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSa[lam] [188],0,1.36,f,,385,188,803,804,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] 188,0,1.23,f,,392,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSalam 1(88),0,1.15,f .,,343,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSalam [188],0,1.09,f 1n,,48,188,803,804,0,,,0,,,0,,
0,Ab1,(Madinat) alSal[am] [188],0,0.94,f .,,312,188,803,804,0,,,0,,,0,,
0,Ab1,[Madinat] alSalam [18]8,0,0.77,f,,392,188,803,804,0,,,0,,,0,,
0,Ab1,[Madinat alSalam] [188],0,0.52,f,,385,188,803,804,0,,,0,,,0,,
0,Ab1,Madinat alSalam 189,0,2.96,l r 8n,,255,189,804,805,0,,,0,,,0,,
0,Ab1,Madinat alSalam 189,0,2.93,,,330,189,804,805,0,,,0,,,0,,
0,Ab1,Madinat alSalam 189,0,2.88,11n,,304,189,804,805,0,,,0,,,0,,
